,osm_id,Parent Category,Category,City,name,lat,lon
17434,496246015,Financial Services,Bank,Dubréka,ORABANK,9.715524138667764,-13.50165541494418
17435,496305437,Financial Services,Bank,Dubréka,Ecobank,9.728136067707808,-13.486881704349505
17475,504458482,Financial Services,Bank,Dubréka,Banque Sahélo Saharienne,9.711467643487042,-13.505765779055588
17477,504458494,Financial Services,Bank,Dubréka,NSIA Banque,9.713618485893946,-13.50371760249461
17511,533998548,Financial Services,Bank,Dubréka,SGBG,9.70972765,-13.508343450000002
15866,7132488285,Financial Services,Bank,Faranah,BICIGUI,10.0382243,-10.7393071
12467,4534062493,Financial Services,Bank,Forécariah,BICIGUI,9.4329821,-13.0939737
12516,4534062558,Financial Services,Bank,Forécariah,Banque,9.4322552,-13.0906498
13860,4543182653,Financial Services,Bank,Forécariah,Banque,9.4334394,-13.0937304
14208,5246982122,Financial Services,Bank,Fria,BICIGUI,10.3666854,-13.5821803
14549,5659518721,Financial Services,Bank,Fria,bicigui,10.3633001,-13.5811133
11620,3957171808,Financial Services,Bank,Gueckedou,Eco Bank,8.5603051,-10.1351044
15464,6390456199,Financial Services,Bank,Kamsar,Orabank,10.6579293,-14.5692628
17521,534409544,Financial Services,Bank,Kamsar,BICIGUI,10.666728651080515,-14.602215789824722
17529,535846926,Financial Services,Bank,Kamsar,Ecobank kamsar,10.66167615,-14.590556949999996
15809,6991980591,Financial Services,Bank,Kankan,Banque centrale Kankan,10.3743258,-9.2987361
16436,9525070748,Financial Services,Bank,Kankan,Orabank,10.3772187,-9.2973195
16437,9525134757,Financial Services,Bank,Kankan,BNG,10.3765181,-9.2988321
16438,9525138626,Financial Services,Bank,Kankan,Ecobank,10.3766966,-9.2989628
16475,9560042421,Financial Services,Bank,Kankan,VISTA Bank,10.370872,-9.2995347
17136,269852841,Financial Services,Bank,Kankan,Bicigui,10.372445802714362,-9.302493192480535
17258,328898274,Financial Services,Bank,Kindia,BCIGUI,10.04929729999363,-12.854578809761684
17329,426582197,Financial Services,Bank,Kindia,B C R G KINDIA,10.035337565814048,-12.86622982186738
17335,426584895,Financial Services,Bank,Kindia,S.G.B.G,10.048189780243268,-12.857594092500179
17336,426584898,Financial Services,Bank,Kindia,BANQUE POPULAIRE MAROCO GUINEENNE,10.048079169221669,-12.858010162019779
17394,448690942,Financial Services,Bank,Kindia,BCGUI,10.049116184452,-12.854619996285294
15865,7132488185,Financial Services,Bank,Kissidougou,BICIGUI,9.1901474,-10.0990475
16277,8922188848,Financial Services,Bank,Kissidougou,Crédit rural de Guinée,9.0332683,-9.8662262
11577,3075308906,Financial Services,Bank,Koundara,Credit Rurale,12.4044543,-13.5298067
15492,6417806185,Financial Services,Bank,Koundara,Bicis,12.4858753,-13.2960426
11548,2949618616,Financial Services,Bank,Labé,BICIGUI,11.3163132,-12.279247
11712,4312461089,Financial Services,Bank,Labé,Ecobank,11.3169854,-12.2798029
14262,5422603499,Financial Services,Bank,Labé,VistaBank,11.3164752,-12.2791236
14264,5422603501,Financial Services,Bank,Labé,BCI,11.3161057,-12.2786353
14265,5422603503,Financial Services,Bank,Labé,UBA,11.3171217,-12.2800254
14266,5422603506,Financial Services,Bank,Labé,BSIC,11.3167976,-12.2795898
15202,6137325475,Financial Services,Bank,Labé,Orabank,11.3159041,-12.2759246
15203,6137325476,Financial Services,Bank,Labé,SGBG,11.3156568,-12.276102
17310,418688271,Financial Services,Bank,Labé,Banque centrale,11.315522144605657,-12.286232957845854
14272,5429131627,Financial Services,Bank,Mamou,SGBG,10.3726721,-12.0837483
14273,5429131845,Financial Services,Bank,Mamou,BICIGUI,10.3730712,-12.0844459
14275,5429131926,Financial Services,Bank,Mamou,Ecobank Mamou,10.3729427,-12.0850867
15583,6646299285,Financial Services,Bank,Mamou,Banque Islamique de Guinée,10.372759,-12.0883816
14081,4860254423,Financial Services,Bank,Nzérékoré,Ecobank,7.7496691,-8.8179767
14356,5516978682,Financial Services,Bank,Nzérékoré,SGBG,7.7542156,-8.8203105
14451,5570538555,Financial Services,Bank,Nzérékoré,Ecobank,7.7495741,-8.8186624
16268,8886339322,Financial Services,Bank,Nzérékoré,bicigui,7.7494676,-8.8192961
12751,4534510739,Financial Services,Bank,Seidu,Crédit Rural,9.2120031,-10.5428343
15516,6423842556,Financial Services,Bank,Siguiri,Vista Bank,11.4283433,-9.1722683
15524,6423845567,Financial Services,Bank,Siguiri,SGBG,11.603815,-9.38094
11630,4024339621,Financial Services,Bank,Télimélé,SGBG,10.9001395,-13.0319776
11684,4218024199,Health,Clinic,Bindi,Poste de santé Sitakoto,10.0471423,-11.7000665
17814,742715437,Health,Clinic,Boffa,Medequipe,10.243046050000002,-14.457327200000002
11805,4504637958,Health,Clinic,Buedu,Mohamed Sillah,8.4729772,-10.3857386
12379,4532563927,Health,Clinic,Buedu,Poste de Santé de Owet Djiba,8.4823771,-10.4102318
14447,5555547539,Health,Clinic,Camayenne,Clinique Ma Awa,9.5140033,-13.6993624
14456,5582860056,Health,Clinic,Camayenne,Centre d'imagerie diagnostique,9.5084988,-13.7069345
14762,5861168843,Health,Clinic,Camayenne,Laboratoire de Biologie médicale St Joseph Camayenne,9.5340309,-13.6862106
14993,6001084091,Health,Clinic,Camayenne,S.A.B. Imagerie Médicale,9.5068456,-13.7072234
15672,6864566703,Health,Clinic,Camayenne,Centre de Santé Boulbinet,9.5075671,-13.7154356
15676,6864566721,Health,Clinic,Camayenne,Centre de Diagnostic de la CNSS,9.5095964,-13.7042702
15684,6866835404,Health,Clinic,Camayenne,Clinique Médicale Thermos,9.5073773,-13.7109898
15685,6866835405,Health,Clinic,Camayenne,Centre de Santé Amelioré Toussaint,9.5077351,-13.7107202
15687,6866835407,Health,Clinic,Camayenne,Poste de Santé de la Gare,9.5141811,-13.709473
16530,9808662115,Health,Clinic,Camayenne,International Clinic,9.5367606,-13.6868886
17629,552008399,Health,Clinic,Camayenne,Clinique Pasteur,9.507873670943956,-13.712040483120452
11704,4269754979,Health,Clinic,Conakry,BELLE AIRE,9.5522858,-13.6498857
14285,5481200236,Health,Clinic,Conakry,Laboratoire Médical Guinéo-Allemand,9.5480348,-13.6786237
14300,5486298201,Health,Clinic,Conakry,Laboratoire bio médical BTG,9.5480875,-13.6738976
14323,5494060524,Health,Clinic,Conakry,Clinique Medico chirurgicale,9.5597735,-13.6394973
14332,5501838273,Health,Clinic,Conakry,clinique médicale,9.62345,-13.589415
14361,5522080565,Health,Clinic,Conakry,Clinique Médicale Ibad-ALLAH,9.6240335,-13.5975174
14375,5525750274,Health,Clinic,Conakry,Laboratoire KOLIE,9.6361544,-13.5919529
14383,5528599715,Health,Clinic,Conakry,Centre mère et enfants,9.6021393,-13.6405122
14421,5550523568,Health,Clinic,Conakry,Cabinet d'imagerie médicale d'exploration et de diagnostics,9.5540732,-13.6682256
14431,5550525279,Health,Clinic,Conakry,Polyclinique de Dixinn,9.5501834,-13.6694799
14432,5550525382,Health,Clinic,Conakry,Clinique des Nations Unies,9.5673614,-13.6640388
14460,5585471223,Health,Clinic,Conakry,Clinique médicale de la minière,9.5682436,-13.6604299
14516,5621893291,Health,Clinic,Conakry,Clinique internationale Ciba River,9.5524717,-13.649071
14543,5656620643,Health,Clinic,Conakry,Polyclinique Coeur et vaisseau,9.6232834,-13.5805493
14600,5717481344,Health,Clinic,Conakry,Clinique médico-chirurgicale EMD,9.6240464,-13.5805022
14601,5717481818,Health,Clinic,Conakry,Clinique Venus BERG,9.637724,-13.5661208
14648,5784052363,Health,Clinic,Conakry,Polyclinique Fei Tsui Sarlu,9.5415205,-13.6750013
14669,5796994749,Health,Clinic,Conakry,Clinique médicale de Yembeya Kiroti,9.6269751,-13.6158879
14679,5796995242,Health,Clinic,Conakry,Clinique de médecine interne et d'infectologie CM2I,9.5759935,-13.6212647
14690,5809042194,Health,Clinic,Conakry,Clinique Coréenne,9.6255075,-13.5812379
14705,5809043337,Health,Clinic,Conakry,Clinique médicale Dr Foïnké,9.6269319,-13.579812
14721,5827938341,Health,Clinic,Conakry,Centre médical Marc Gentilini,9.5965434,-13.6034568
14737,5839093586,Health,Clinic,Conakry,ONG médical WAQF El Ibrahima Camara,9.5703815,-13.6329901
14743,5839097105,Health,Clinic,Conakry,Cabinet médical Balkan,9.569309,-13.6462382
14761,5861168627,Health,Clinic,Conakry,Clinique médico chirurgicale Tinkisso,9.5741658,-13.6530097
14820,5939266991,Health,Clinic,Conakry,ONG Games,9.55773,-13.6447787
14821,5939266992,Health,Clinic,Conakry,Union Santé des Populations,9.544145,-13.6613622
14886,5962417495,Health,Clinic,Conakry,FMG,9.5697469,-13.6513001
14897,5966548402,Health,Clinic,Conakry,Dr Martin,9.5503717,-13.67538
14933,5970587138,Health,Clinic,Conakry,Cabinet médical le Séminaire,9.556127,-13.6679272
14998,6001599305,Health,Clinic,Conakry,Solabgui,9.6202524,-13.5838071
15053,6034746878,Health,Clinic,Conakry,Clinique médical Point B,9.5762007,-13.6567673
15078,6042306901,Health,Clinic,Conakry,Clinique médico-chirurgicale ONG AJOD,9.6372217,-13.5893006
15195,6122924043,Health,Clinic,Conakry,Cabinet de consultations,9.538711,-13.6673307
15216,6179201756,Health,Clinic,Conakry,Clinique Coréenne,9.571944,-13.6535866
15245,6229473618,Health,Clinic,Conakry,CEMECO,9.6072218,-13.6481259
15273,6307943896,Health,Clinic,Conakry,Clinique Ako,9.5898702,-13.6565166
15549,6502212382,Health,Clinic,Conakry,Cabinet Dentaire ROGER SANTONI,9.6555563,-13.6004324
15572,6581715048,Health,Clinic,Conakry,Poste de santé Matakong,9.2743826,-13.4253984
15766,6920537127,Health,Clinic,Conakry,Clinique Labomed,9.6243998,-13.5954191
15896,7202718457,Health,Clinic,Conakry,C.ME. SAT Clinique Médical Santé pour Tous,9.5585012,-13.642347
15918,7294302610,Health,Clinic,Conakry,Cabinet médical Dandan,9.5506598,-13.6633875
15949,7372042173,Health,Clinic,Conakry,Clinic,9.6580773,-13.6006967
15952,7372051733,Health,Clinic,Conakry,Centre médical,9.6571613,-13.60076
15955,7372107239,Health,Clinic,Conakry,Clinique Mouna,9.6558767,-13.600279
15964,7394165289,Health,Clinic,Conakry,Polyclinique,9.6329594,-13.5657342
15981,7426163109,Health,Clinic,Conakry,Nouvelle Clinique de Kobaya,9.6528644,-13.6019478
16305,9035643989,Health,Clinic,Conakry,Clinique Médicale Santé pour tous,9.5721193,-13.6269246
16308,9050454391,Health,Clinic,Conakry,Centre médico sociale Médical Plus,9.5778455,-13.6509183
16417,9352933317,Health,Clinic,Conakry,Clinique Dr Haidara,9.6045845,-13.6308423
16431,9440538686,Health,Clinic,Conakry,Institut Marc Gentilini of Tropical Diseases,9.5986835,-13.6137623
16593,10038161236,Health,Clinic,Conakry,Clinique Nadac,9.6429909,-13.6118777
17602,548791202,Health,Clinic,Conakry,Maternité Saint Gabriel,9.613686212796184,-13.589008077570703
17651,555585412,Health,Clinic,Conakry,Centre Médico-Sportif,9.546548299308819,-13.6741201815708
17676,574538016,Health,Clinic,Conakry,Centre de Santé CESIR,9.582538666443025,-13.64013123916648
17686,578102775,Health,Clinic,Conakry,Polyclinique Internationale Institut Medico-légal Piimel,9.631172880504186,-13.611512169968714
17727,595304284,Health,Clinic,Conakry,Hôpital HUAXIA Guinée,9.623422558844567,-13.638220149608033
17774,647729215,Health,Clinic,Conakry,Clinique Coréen,9.632489775102416,-13.575089951627737
11661,4179488665,Health,Clinic,Coyah,health post,9.8283193,-13.2500316
11663,4179488671,Health,Clinic,Coyah,medical clinic,9.7184758,-13.4688881
16602,10048178119,Health,Clinic,Coyah,poste de santé tambaya,9.6681985,-13.3161756
14337,5511948499,Health,Clinic,Dubréka,Polyclinique la grace,9.6484155,-13.5537453
14339,5511951097,Health,Clinic,Dubréka,Cabinet médical Entag Wassa Was,9.6435767,-13.5624
14527,5644903890,Health,Clinic,Dubréka,Clinique,9.7154388,-13.5038862
14529,5644904747,Health,Clinic,Dubréka,Centre médico chirurgical Jean Koulouba,9.6890821,-13.5122398
14702,5809043333,Health,Clinic,Dubréka,Centre médical Bethsesa,9.7129064,-13.504495
14712,5820668403,Health,Clinic,Dubréka,Cabinet médical,9.6432003,-13.5626801
14713,5820668405,Health,Clinic,Dubréka,Cabinet médical Marcel Lama,9.6421544,-13.5631367
14719,5824217296,Health,Clinic,Dubréka,Clinique Accar Roger,9.6441253,-13.5618342
14725,5827938753,Health,Clinic,Dubréka,Polyclinique Dabompa,9.6571092,-13.5365364
14784,5892889760,Health,Clinic,Dubréka,Clinique médicale Ar-Rahma,9.6675143,-13.5592127
14785,5892889765,Health,Clinic,Dubréka,Clinique médicale Yataya T6,9.6535539,-13.5770144
14972,5991404748,Health,Clinic,Dubréka,Annour Cabinet médical,9.6675935,-13.5252972
15079,6042306959,Health,Clinic,Dubréka,Clinique et Fondation SOVEE,9.6711531,-13.5885479
15084,6042307567,Health,Clinic,Dubréka,Clinique Avicienne,9.6679814,-13.5865385
15308,6345637940,Health,Clinic,Dubréka,Cabinet de Soins Médicaux Christ Emmanuel,9.7357356,-13.5037096
15312,6345638401,Health,Clinic,Dubréka,Clinique Médico-Chirurgicale La Nouvelle Vie,9.7262264,-13.5017685
15322,6348098839,Health,Clinic,Dubréka,Centre de Santé Urbain de Dubréka,9.7903418,-13.5186916
15933,7325148536,Health,Clinic,Dubréka,Centre Nabaya,9.6906766,-13.5325404
16132,8442597554,Health,Clinic,Dubréka,Centre médical le lac,9.6715283,-13.579716
16187,8570857018,Health,Clinic,Dubréka,Clinique,9.6534353,-13.5818049
16269,8890370726,Health,Clinic,Dubréka,Clinique Maakwelikolo,9.7342536,-13.4728188
17731,615608114,Health,Clinic,Dubréka,clinique medico-chirurgicale,9.683219917954489,-13.554597813948451
12366,4532376665,Health,Clinic,Faranah,Clinique Agmip,10.0466128,-10.7597916
12341,4532269342,Health,Clinic,Forécariah,Clinique D'alkaly Youla,9.4299678,-13.0796649
12342,4532269344,Health,Clinic,Forécariah,Poste de Santé,9.4233091,-13.0759594
12343,4532269345,Health,Clinic,Forécariah,Clinique de Heriko Centré,9.4538216,-13.182545
12344,4532269346,Health,Clinic,Forécariah,La Maternité,9.4300538,-13.0797064
12345,4532269349,Health,Clinic,Forécariah,Poste de Santé Tanahmarche,9.344437,-13.132904
12365,4532376664,Health,Clinic,Gberia Fotombu,Beavogui,9.8882766,-11.0637279
12367,4532376666,Health,Clinic,Gberia Fotombu,Centre de santé de Sandenia,10.0713649,-11.1195728
12368,4532376667,Health,Clinic,Gberia Fotombu,Centre de santé de Songoyah,9.7268493,-10.8764756
12374,4532563799,Health,Clinic,Gueckedou,Poste De Santé De Teldou,8.5278475,-10.232675
12375,4532563800,Health,Clinic,Gueckedou,Poste De Santé De Mongo,8.613067,-10.2624852
12376,4532563813,Health,Clinic,Gueckedou,Poste de Santé de Nongolo,8.6029946,-10.1258471
12377,4532563814,Health,Clinic,Gueckedou,Poste De Santé De Wassaya,8.6540049,-10.1060244
12378,4532563815,Health,Clinic,Gueckedou,Poste De Santé Méliandou,8.6222127,-10.0647184
12380,4532563928,Health,Clinic,Gueckedou,Centre de Santé de Koundou,8.6409708,-10.4157151
12381,4532563929,Health,Clinic,Gueckedou,Centre de santé de Koundou,8.6410357,-10.4154951
12382,4532563930,Health,Clinic,Gueckedou,Centre de Santé de Nongoa,8.5048354,-10.3344814
12387,4532563935,Health,Clinic,Gueckedou,Poste Santé De Koindou,8.6387549,-10.4115951
12392,4532565408,Health,Clinic,Gueckedou,Poste de Santé de Farako,8.5597445,-10.1305296
12393,4532565410,Health,Clinic,Gueckedou,Minisere Sante Publique,8.5550153,-10.1221718
12394,4532565413,Health,Clinic,Gueckedou,Poste de Santé de Vao,8.5575126,-10.1342566
12395,4532565414,Health,Clinic,Gueckedou,Centre De Santé,8.5669551,-10.133155
12396,4532565415,Health,Clinic,Gueckedou,Poste de santé Sokoro,8.5585725,-10.1397157
11806,4504648652,Health,Clinic,Kailahun,Ministry of Health and Sanitation Clinic,8.3204989,-10.5990386
12383,4532563931,Health,Clinic,Kailahun,Poste de Santé N'gouahoum,8.3389065,-10.5428772
11812,4504695154,Health,Clinic,Kambia,Gbalamuya Communit Health Centre (CHC),9.1748789,-12.9516792
11816,4504695170,Health,Clinic,Kambia,Fodaya Health Centre,9.2779834,-12.9407358
11817,4504695173,Health,Clinic,Kambia,Magbengeh,9.0751876,-13.0353856
11819,4504695181,Health,Clinic,Kambia,Mafari Community Health Centre (CHC),9.2170097,-12.9192889
11519,2163839506,Health,Clinic,Kangaba,Centre de Santé Communautaire de Kourémalé,11.9561111,-8.7797222
11520,2163839959,Health,Clinic,Kangaba,Centre de Santé Communautaire de Tombola,11.58342,-8.64008
15649,6784055185,Health,Clinic,Kankan,Clinique chinoise,10.3827452,-9.3150958
11813,4504695157,Health,Clinic,Kassiri,Zainab Kam,9.0585486,-13.2183072
11823,4504696820,Health,Clinic,Kassiri,Alhajie I Sum And,9.0490921,-13.2708913
12353,4532362720,Health,Clinic,Kindia,Poste De Santé De Gombokhori,9.7194259,-12.7952394
12355,4532363815,Health,Clinic,Kindia,Poste De Santé Samiankhouré,9.8755176,-12.5553963
12359,4532363819,Health,Clinic,Kindia,Centre De Santé Sougueta,10.1539196,-12.5357925
12370,4532563098,Health,Clinic,Kissidougou,Centre de santé Sainte Marie de Korodou,9.1800135,-10.092135
11808,4504695144,Health,Clinic,Kukuna,Konta CHP,9.5453772,-12.6276469
11815,4504695169,Health,Clinic,Kukuna,Barukuya Health Center,9.4581951,-12.6394272
11818,4504695177,Health,Clinic,Kukuna,Ministry of Health and Sanitation Clinic,9.3484602,-12.7378859
11821,4504696793,Health,Clinic,Kukuna,Shakaia MCHP,9.3081699,-12.77946
12346,4532361597,Health,Clinic,Kukuna,Poste De Santé De Tassen,9.3660843,-12.7617815
12347,4532361598,Health,Clinic,Kukuna,Poste de Santé de Kafou,9.3397765,-12.8583152
12348,4532362715,Health,Clinic,Kukuna,Poste De Santé Diguidigui,9.5390723,-12.6638788
12349,4532362716,Health,Clinic,Kukuna,Centre de Santé Sikhourou,9.6634525,-12.8290505
12350,4532362717,Health,Clinic,Kukuna,Centre De Santé Dafira,9.5698691,-12.6844847
12351,4532362718,Health,Clinic,Kukuna,Poste De Santé Dalonya,9.6622577,-12.8266313
12352,4532362719,Health,Clinic,Kukuna,Poste De Santé,9.6120688,-12.8091265
12354,4532362721,Health,Clinic,Kukuna,Poste de santé de Léfouré,9.713582,-12.6497013
14612,5731985461,Health,Clinic,Labé,Laboratoire du departement de Biologie,11.2280611,-12.3905106
16005,7657262424,Health,Clinic,Labé,Clinique Fouta,11.3165171,-12.2965461
16011,7717556360,Health,Clinic,Labé,Centre de diagnostic du Fouta,11.3076633,-12.2851117
16294,9022364558,Health,Clinic,Labé,Clinique Medical S.E.P.T,11.326553,-12.2803411
17746,628332783,Health,Clinic,Labé,Hopital Mombeya Centre,11.215539423455347,-12.068012559924771
12434,4532572715,Health,Clinic,Lola,Poste de santé de Gama Konikoni,7.8364563,-8.5858905
12435,4532572716,Health,Clinic,Lola,Centre de Santé Demou II,7.8144877,-8.6460337
12357,4532363817,Health,Clinic,Loma,Poste de Santé Dar es Sakamoto,9.976084,-12.3392431
12358,4532363818,Health,Clinic,Loma,Centre De Santé Madina Woula,9.8818241,-12.4473865
12389,4532563985,Health,Clinic,Macenta,Poste de santé de Ouadou,8.924849,-9.5812637
12397,4532566658,Health,Clinic,Macenta,Jean Kourouma et Bakari camara,8.4581768,-9.5848952
12399,4532566660,Health,Clinic,Macenta,Poste de santé de Mélou,8.5984523,-9.650462
12400,4532566661,Health,Clinic,Macenta,Poste de santé Kalo,8.480599,-9.54956
12401,4532566662,Health,Clinic,Macenta,Poste de santé de Koveledou,8.5381807,-9.6033061
12402,4532566663,Health,Clinic,Macenta,Poste de santé de Diomandou,8.4573325,-9.5853406
12403,4532566718,Health,Clinic,Macenta,Centre de Santé de Zézé Bokoni,8.5480499,-9.4666333
12404,4532566719,Health,Clinic,Macenta,Centre de santé Bowa,8.544865,-9.4757174
12405,4532566722,Health,Clinic,Macenta,Centre de santé de Patrice,8.5532781,-9.4537932
12406,4532566769,Health,Clinic,Macenta,Poste de santé de Diomai,8.4193789,-9.3978542
13169,4541902294,Health,Clinic,Macenta,Pharmacie,8.5475417,-9.4639361
13187,4541902329,Health,Clinic,Macenta,Pharmacie,8.5515643,-9.4549221
13274,4541902868,Health,Clinic,Macenta,Pharmacie,8.5475042,-9.4707019
13374,4541903218,Health,Clinic,Macenta,Pharmacie,8.5483157,-9.4614145
13997,4543522931,Health,Clinic,Macenta,Clinique,8.545152,-9.4715884
17094,269294337,Health,Clinic,Macenta,Centre Medical Mission Phil Africaine,8.542514456057624,-9.471843460176132
17464,503008751,Health,Clinic,Mali,PS,12.031429239378246,-12.330400215030252
12356,4532363816,Health,Clinic,Mamou,Poste De Santé Safere,10.0510778,-12.3043176
12360,4532371745,Health,Clinic,Mamou,Centre Médical O.N.G Mission Alpha,10.3902814,-12.079137
12362,4532371747,Health,Clinic,Mamou,Poste de santé Berteya,10.4030026,-12.1469522
12363,4532371748,Health,Clinic,Mamou,Centre de santé de Soyah,10.2899631,-11.9804599
12364,4532371749,Health,Clinic,Mamou,Centre Médical Général Pédiatrie,10.3781822,-12.0814204
16291,9008777381,Health,Clinic,Mandiana,Cabinet médical Abdoulaye Keita,10.6301512,-8.7051791
12436,4532573861,Health,Clinic,New Yekepa,Centre de Santé N'zoo,7.6783405,-8.3145038
12407,4532568516,Health,Clinic,Nzérékoré,Poste De Santé De Ouro,7.8528906,-9.1089401
12428,4532571805,Health,Clinic,Nzérékoré,Centre de sante de Bounouma,7.6406776,-8.7995231
12429,4532572706,Health,Clinic,Nzérékoré,Poste de Santé de Nyen 2,7.7657885,-8.8200487
12430,4532572711,Health,Clinic,Nzérékoré,Poste de Santé Bangoueta,7.7760342,-8.681784
12431,4532572712,Health,Clinic,Nzérékoré,Poste de Santé de Konian Aviation,7.7986927,-8.6976345
12433,4532572714,Health,Clinic,Nzérékoré,Centre Médical L'espérance,7.7379744,-8.7496984
13704,4541927574,Health,Clinic,Nzérékoré,Centre Psychiatrique,7.8017019,-8.8426664
13705,4541927575,Health,Clinic,Nzérékoré,Clinique,7.7938519,-8.8203518
13817,4541930767,Health,Clinic,Nzérékoré,Cabinet médical de Jules foromo,7.6392527,-8.7991369
12413,4532569390,Health,Clinic,Sanniquellie,Centre Médical Soguipa,7.3383455,-8.966904
12416,4532569393,Health,Clinic,Sanniquellie,Centre de santé de Diécké,7.3476795,-8.9564359
12423,4532570452,Health,Clinic,Sanniquellie,Poste de santé de Soopa,7.2563289,-9.0577537
12426,4532571761,Health,Clinic,Sanniquellie,Poste de Santé de Kpao,7.5441936,-8.7721175
12427,4532571762,Health,Clinic,Sanniquellie,Ancien Centre de Santé,7.5434242,-8.7720463
13584,4541917522,Health,Clinic,Sanniquellie,Pharmacie Balde,7.346432,-8.9575501
13614,4541917569,Health,Clinic,Sanniquellie,Clinique Saint Michel,7.3556769,-8.9592071
11807,4504695142,Health,Clinic,Seidu,Community Health Post,9.0168841,-10.5969014
11809,4504695145,Health,Clinic,Seidu,Ministry of Health and Sanitation Clinic,8.7976534,-10.5672754
11810,4504695146,Health,Clinic,Seidu,Ministry of Health and Sanitation Clinic,9.3673576,-10.7399718
11811,4504695149,Health,Clinic,Seidu,Masadu Community Health Post,9.367127,-10.7398438
12369,4532562863,Health,Clinic,Seidu,Centre De Santé Kobikoro,9.2127709,-10.5451208
12371,4532563471,Health,Clinic,Seidu,Poste de Santé De Yomadou Doukono,8.9484465,-10.465993
12372,4532563472,Health,Clinic,Seidu,Poste de santé Sofedou,8.7492667,-10.4788318
12373,4532563473,Health,Clinic,Seidu,Clinique de Toumandou,8.9002472,-10.4722541
11814,4504695164,Health,Clinic,Tombu,Kamiendor Health Centremm,8.6896391,-10.5097961
11820,4504695185,Health,Clinic,Tombu,Sambaya Phu,8.7276479,-10.5056763
11822,4504696805,Health,Clinic,Tombu,Koardu,8.5991705,-10.5844432
12384,4532563932,Health,Clinic,Tombu,Poste de Centre de Tangolo Centre,8.5549832,-10.4539813
12385,4532563933,Health,Clinic,Tombu,Centre De Santé De Fangamadou,8.4956524,-10.5935226
12386,4532563934,Health,Clinic,Tombu,Centre de santé De Fangamadou,8.4900038,-10.5925332
12388,4532563936,Health,Clinic,Tombu,Poste De Santé Kiesseneye,8.5404309,-10.5109663
11636,4131217610,Health,Clinic,Voinjama,Gbegbe Self-Initiative Clinic,8.4058096,-9.6617487
11642,4131217647,Health,Clinic,Voinjama,Sarkonedu Clinic,8.4616675,-9.6733386
11645,4131217658,Health,Clinic,Voinjama,Wulukoham Clinic,8.4421474,-9.9599594
11685,4218024203,Health,Clinic,Voinjama,Poste de santé de Taoulela,8.5152366,-9.8574255
12390,4532564875,Health,Clinic,Voinjama,Centre De Santé Panziazou,8.6213588,-9.8573971
12391,4532564877,Health,Clinic,Voinjama,Poste de santé de Kondembadou,8.5659406,-9.8744962
12398,4532566659,Health,Clinic,Voinjama,Poste de Santé de Bofossou,8.6593841,-9.691205
16008,7707191936,Health,Clinic,Voinjama,Nyandemoilahun Clinic,8.4420089,-9.9600709
16009,7707191940,Health,Clinic,Voinjama,Torbogizizu Clinic,8.4747867,-9.9203242
11635,4131217593,Health,Clinic,Yomou,David F.Congor Jr.,7.3788102,-9.4935608
11637,4131217615,Health,Clinic,Yomou,Jorwah Clinic,7.3782045,-9.2187131
11639,4131217626,Health,Clinic,Yomou,Kpaiyea Clinic,7.7157899,-9.3857319
11640,4131217627,Health,Clinic,Yomou,Kpaiyea Clinic,7.7164351,-9.3843842
11643,4131217648,Health,Clinic,Yomou,Shankpallai Clinic,7.3711578,-9.3352991
11644,4131217651,Health,Clinic,Yomou,Thomas Sloan,7.3620466,-9.4996816
11646,4131217663,Health,Clinic,Yomou,Yeala Clinic,7.8246092,-9.3981171
12408,4532568774,Health,Clinic,Yomou,Poste de santé de Loo,7.8542438,-9.2797832
12409,4532568775,Health,Clinic,Yomou,Clinique de Pierrot Traoré,8.0327141,-9.3651581
12410,4532568776,Health,Clinic,Yomou,Clinique de Nonbohouota,8.0266951,-9.3590802
12411,4532568777,Health,Clinic,Yomou,Kpoghomou Paul Béa,7.8546422,-9.3964972
12412,4532568778,Health,Clinic,Yomou,Centre de santé de Koyamah,7.906396,-9.3569399
12418,4532570429,Health,Clinic,Yomou,Centre de Santé de Oueya,7.7287495,-9.2112387
12419,4532570430,Health,Clinic,Yomou,Clinique Houlondè,7.7166297,-9.2690377
12420,4532570431,Health,Clinic,Yomou,Poste De Santé De Gbokomey,7.6674202,-9.2595863
12421,4532570432,Health,Clinic,Yomou,Poste de santé Bamakama,7.7131218,-9.2675693
12424,4532570453,Health,Clinic,Yomou,Poste de santé de Gbadiou,7.3038545,-9.1090594
12425,4532570454,Health,Clinic,Yomou,Poste de santé de Galagpaye,7.3466364,-9.1516328
16007,7707004602,Health,Clinic,Yomou,Yeala Clinic,7.822413,-9.4007126
16010,7710527564,Health,Clinic,Yomou,Jorwah clinic,7.3558419,-9.2332269
16323,9144775241,"Media, Sport & Entertainement",Arts Centre,Camayenne,Maison des jeunes de Mengue,9.4960707,-13.7575752
17710,584328943,"Media, Sport & Entertainement",Arts Centre,Camayenne,Centre Culturel Franco-Guinéen,9.524734852865516,-13.689341700734419
17856,804141464,"Media, Sport & Entertainement",Arts Centre,Camayenne,centre culturel Jams Sylla de rogbanet,9.483709600979322,-13.825247225579652
16192,8575319400,"Media, Sport & Entertainement",Arts Centre,Catió,Maison des jeunes de kamtchambom,10.8855913,-15.0367966
